sport,league,event_id,event_starts_at,matchup,alt_type,market_type,market,selection,headline_side,team,player,player_id,market_id,outcome_id,line,book,price,decimal_price,implied_prob,l5_pct,l10_pct,season_pct,estimated_prob,conservative_prob,edge_pct,ev_pct,confidence_score,shadow_status,rejection_reasons,recommended_units_pre_news,portfolio_shadow_units,stable_wager_id,cap_reasons,actionable,board,scope,as_of
MLB,MLB,aa778db9a68c2bad59ee411b142bb38274926a31,2026-08-15T01:40:00+00:00,TEX @ ATH,PLAYER_PROP,PLAYER_PROP,2B,Justin Foscue 2B UNDER 0.5,UNDER,TEX,Justin Foscue,,82e48f7be95719f69b1fda01d7faa1e975a05f8e,be68c66818772219f2e1968fda00ead6ddaffb7a,0.5,DraftKings,-670,1.149254,0.87013,100.0,100.0,88.0,0.827143,0.665548,-20.458,-23.512,78.133,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,ef20c401baa5b5cd51eab647418980093a9acd9a,2026-08-14T22:40:00+00:00,BOS @ PIT,PLAYER_PROP,PLAYER_PROP,2B,Henry Davis 2B UNDER 0.5,UNDER,PIT,Henry Davis,,3bb7e95e9c36886621b8c3cb8c43957deb5a0130,5d532a4284c0885aa7818d9b73c2d319474ab432,0.5,Hard Rock,-800,1.125,0.888889,100.0,100.0,93.0,0.839643,0.679851,-20.904,-23.517,79.741,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,e88e813157c3cc8b6fc6ba7b14140ce20f3397d8,2026-08-15T02:10:00+00:00,MIL @ LAD,PLAYER_PROP,PLAYER_PROP,2B,Teoscar Hernández 2B UNDER 0.5,UNDER,LAD,Teoscar Hernández,,fa07eea25393830c832657ebcc8a13fb33c7a91c,103d18a249998e953105e1e2694073af7b50a39d,0.5,Hard Rock,-650,1.153846,0.866667,100.0,100.0,87.0,0.824643,0.66271,-20.396,-23.534,77.813,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,36ff8623e428995786e706503854ba8fc1c26140,2026-08-15T00:10:00+00:00,SEA @ HOU,PLAYER_PROP,PLAYER_PROP,2B,Julio Rodríguez 2B UNDER 0.5,UNDER,SEA,Julio Rodríguez,,5e7dae9582af6cbdcb0b8b5a8c0adcb7dac26218,6e43555cad0f9da7ab921c93eb371a0aabc96621,0.5,Hard Rock,-650,1.153846,0.866667,100.0,100.0,87.0,0.824643,0.66271,-20.396,-23.534,77.813,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,e88e813157c3cc8b6fc6ba7b14140ce20f3397d8,2026-08-15T02:10:00+00:00,MIL @ LAD,TOTAL,TEAM_PROP,TOTAL,MIL TOTAL OVER 0.5,OVER,MIL,,,aafaa7099ebdcd43d5179ccdcb51161e9f79c5a5,fcd3411ebd52ad38cc101c19d0943a4ac77f7cf8,0.5,draftkings,-1100.0,1.0909,0.91667,,100.0,,0.857143,0.700218,-21.645,-23.613,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,488b3d2d3f8e214c64f3d2f237418aa9f74fbe3b,2026-08-15T01:38:00+00:00,KC @ LAA,PLAYER_PROP,PLAYER_PROP,2B,Tyler Heineman 2B UNDER 0.5,UNDER,LAA,Tyler Heineman,,ae623700a2274cec5ede87079662db1f7e7963f9,b0dba6e5fe3552b8aa8c008b57d91ae5226dbe79,0.5,DraftKings,-880,1.113636,0.897959,100.0,100.0,95.0,0.844643,0.685628,-21.233,-23.646,80.388,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,0a0695b5ceedd8e03ad7fc7168e13abaaa63c4c4,2026-08-15T02:15:00+00:00,COL @ SF,PLAYER_PROP,PLAYER_PROP,2B,Rafael Devers 2B UNDER 0.5,UNDER,SF,Rafael Devers,,856049af4f25690f50c3f573a855198a9885cb9c,1d848ac4b41e6cdb1f8b89ddd088d12c573853dc,0.5,Hard Rock,-550,1.181818,0.846154,100.0,100.0,81.0,0.809643,0.645835,-20.032,-23.674,75.9,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,2889bff916cde60cbaab35f182f0068192b7dd44,2026-08-14T23:15:00+00:00,ARI @ ATL,SPREAD,GAMELINE,SPREAD,ARI +5,AWAY,ARI,,,56a1e392599827425add36b976a5c0e3b8055b26,a61f634a920d0d99d27ff426b40a90898de388ab,5.0,DraftKings,-830,1.1205,0.89247,100.0,100.0,,0.846154,0.680406,-21.206,-23.761,80.824,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,aa778db9a68c2bad59ee411b142bb38274926a31,2026-08-15T01:40:00+00:00,TEX @ ATH,PLAYER_PROP,PLAYER_PROP,2B,Nicky Lopez 2B UNDER 0.5,UNDER,TEX,Nicky Lopez,,38a54fbedaf64b15ca44000ce8e88d8fe87f37e7,15dfdb1a757b3dd7410e9fd865866e649bbb1e59,0.5,DraftKings,-910,1.10989,0.90099,100.0,100.0,95.0,0.844643,0.685628,-21.536,-23.903,80.388,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,7fcdba132025d708ccb897487bbdf70ae514ed86,2026-08-14T23:10:00+00:00,SD @ CLE,PLAYER_PROP,PLAYER_PROP,2B,Petey Halpin 2B UNDER 0.5,UNDER,CLE,Petey Halpin,,abd65041a7cabed3d671666fe12bc76f18c0858f,9f6f7b4b11848ac4d87e2aac7cec51d40a73f40f,0.5,Hard Rock,-750,1.133333,0.882353,100.0,100.0,90.0,0.832143,0.671246,-21.111,-23.926,78.775,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,f0ccaafc838af31a96ed2832f49e52f61c23b38f,2026-08-14T23:10:00+00:00,WSH @ NYM,PLAYER_PROP,PLAYER_PROP,ER,Andrew Alvarez ER OVER 0.5,OVER,WSH,Andrew Alvarez,,8ecce2b9e1d0706818a344178237118477882f1f,a41e535ff4fdb348783d47128450fc372f96c609,0.5,Hard Rock,-575,1.173913,0.851852,100.0,90.0,100.0,0.810714,0.647032,-20.482,-24.044,76.322,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,7fcdba132025d708ccb897487bbdf70ae514ed86,2026-08-14T23:10:00+00:00,SD @ CLE,TOTAL,TEAM_PROP,TOTAL,SD TOTAL OVER 0.5,OVER,SD,,,d170bb7f4d8f831450f3c5ee373faafa0f3ef14b,d62dad1fe2f7836938d8978a315114f03cf8797e,0.5,draftkings,-1200.0,1.0833,0.92308,,100.0,,0.857143,0.700218,-22.286,-24.145,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,ef20c401baa5b5cd51eab647418980093a9acd9a,2026-08-14T22:40:00+00:00,BOS @ PIT,PLAYER_PROP,PLAYER_PROP,2B,Esmerlyn Valdez 2B UNDER 0.5,UNDER,PIT,Esmerlyn Valdez,,04e289433004e2a884a9a9d7c21226c56d3811d2,54642754ec61c024201132a8f81a13cc5b265a45,0.5,DraftKings,-630,1.15873,0.863014,100.0,100.0,84.0,0.817143,0.65424,-20.877,-24.191,76.854,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,6db6568d134f5df21219209469036a5e0afb6764,2026-08-14T23:10:00+00:00,BAL @ TB,PLAYER_PROP,PLAYER_PROP,2B,Tyler O'Neill 2B UNDER 0.5,UNDER,BAL,Tyler O'Neill,,bff070101564af9576a06e52d726dc66dd8d2c71,6ff61007cf3ccec5f6bc2649fe37694867668847,0.5,Hard Rock,-700,1.142857,0.875,100.0,100.0,87.0,0.824643,0.66271,-21.229,-24.262,77.813,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,e88e813157c3cc8b6fc6ba7b14140ce20f3397d8,2026-08-15T02:10:00+00:00,MIL @ LAD,TOTAL,TEAM_PROP,RUNS,MIL RUNS UNDER 5.5,UNDER,MIL,,,aafaa7099ebdcd43d5179ccdcb51161e9f79c5a5,753d6d2a30a08fdc9d442ea792f5e4a5223da3a7,5.5,Hard Rock,-450,1.2222,0.81818,100.0,90.0,,0.785714,0.619416,-19.876,-24.295,73.165,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,6db6568d134f5df21219209469036a5e0afb6764,2026-08-14T23:10:00+00:00,BAL @ TB,SPREAD,GAMELINE,SPREAD,TB +2.5,HOME,TB,,,9ab5071dfae75d08fbe76eb8985a00ec2f42e0e7,8e9d6ca4b763ab4108b2ddfe38ba6f2dadcc837d,2.5,Midnite,-450,1.2222,0.81818,100.0,90.0,,0.785714,0.619416,-19.876,-24.295,73.165,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
WNBA,WNBA,2c0472374a8431b56a1ef85fed8792259c12cbb5,2026-08-15T02:00:00+00:00,PDX @ SEA,TOTAL,TEAM_PROP,POINTS,PDX POINTS OVER 80.5,OVER,PDX,,,b51b8b3913f382b10d00ef9b11e6a9c68801e20b,3f898a8485637909eac06f6ef17b2edd5721fb1e,80.5,Fanatics,-450,1.2222,0.81818,100.0,90.0,,0.785714,0.619416,-19.876,-24.295,73.165,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:52:13.851220-04:00
MLB,MLB,8a105b91f1d12e353b0236f2f946c271af63c996,2026-08-14T23:15:00+00:00,NYY @ TOR,TOTAL,TEAM_PROP,RUNS,TOR RUNS OVER 1.5,OVER,TOR,,,4d2a1c064fbf8ec3e8b59506e48e532f905a0b69,c57456b822d9fffc3b2ee2d2d0c15f3f6fef7e33,1.5,Hard Rock,-450,1.2222,0.81818,80.0,90.0,,0.785714,0.619416,-19.876,-24.295,70.665,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,488b3d2d3f8e214c64f3d2f237418aa9f74fbe3b,2026-08-15T01:38:00+00:00,KC @ LAA,TOTAL,GAMELINE,TOTAL,KC @ LAA TOTAL UNDER 12.5,UNDER,,,,0f763b495f66a6a56471fd466c6339749a41668e,e895f32c45257ad51b191215856650c55d5a1860,12.5,Fanatics,-450,1.2222,0.81818,80.0,90.0,,0.785714,0.619416,-19.876,-24.295,70.665,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,2c5d4a3cdd2afb7caff13b8a2fdb0368eb059acc,2026-08-14T22:10:00+00:00,MIA @ CIN,PLAYER_PROP,PLAYER_PROP,2B,Sal Stewart 2B UNDER 0.5,UNDER,CIN,Sal Stewart,,762c19441859d770a888bb30068030e93a1023da,45f332237d9aaf871145519c019c983515ae2400,0.5,DraftKings,-620,1.16129,0.861111,100.0,100.0,83.0,0.814643,0.651431,-20.968,-24.35,76.536,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,6db6568d134f5df21219209469036a5e0afb6764,2026-08-14T23:10:00+00:00,BAL @ TB,PLAYER_PROP,PLAYER_PROP,2B,Taylor Walls 2B UNDER 0.5,UNDER,TB,Taylor Walls,,95a24a9aa0b728981a68af331058f47412ae8b18,5a900cabeca0c6b7a3f60e02fb199c0e29ccbae6,0.5,Hard Rock,-700,1.142857,0.875,100.0,100.0,86.0,0.822143,0.659879,-21.512,-24.585,77.493,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,e88e813157c3cc8b6fc6ba7b14140ce20f3397d8,2026-08-15T02:10:00+00:00,MIL @ LAD,PLAYER_PROP,PLAYER_PROP,2B,Kyle Tucker 2B UNDER 0.5,UNDER,LAD,Kyle Tucker,,96983b49f96c11736d98c2fd5d60e00fa1dcbcc5,88b814c6c71e3557b75fd05bb8bfee09997877a9,0.5,DraftKings,-690,1.144928,0.873418,100.0,100.0,85.0,0.819643,0.657056,-21.636,-24.772,77.173,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,7fcdba132025d708ccb897487bbdf70ae514ed86,2026-08-14T23:10:00+00:00,SD @ CLE,PLAYER_PROP,PLAYER_PROP,2B,Patrick Bailey 2B UNDER 0.5,UNDER,CLE,Patrick Bailey,,8f244f0253928f7fd21ca7ddef0e672a7488a2f4,a070b0312e47515cb57d7d5bd6a537f432ad9779,0.5,DraftKings,-940,1.106383,0.903846,100.0,100.0,93.0,0.839643,0.679851,-22.4,-24.782,79.741,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,8a105b91f1d12e353b0236f2f946c271af63c996,2026-08-14T23:15:00+00:00,NYY @ TOR,PLAYER_PROP,PLAYER_PROP,2B,Jazz Chisholm Jr. 2B UNDER 0.5,UNDER,NYY,Jazz Chisholm Jr.,,52df2dd57a9fb9593b5964f86fd4429d0ed0297d,8bc7524673db4550de0ac1f4ef2183e848c55cd6,0.5,DraftKings,-750,1.133333,0.882353,100.0,100.0,87.0,0.824643,0.66271,-21.964,-24.893,77.813,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,ef20c401baa5b5cd51eab647418980093a9acd9a,2026-08-14T22:40:00+00:00,BOS @ PIT,PLAYER_PROP,PLAYER_PROP,2B,Jared Triolo 2B UNDER 0.5,UNDER,PIT,Jared Triolo,,3459ad45ccf3a085d77a5e25e4f5ad9003c667a1,6a895c85f056b6bd981fa25aa3520c6be183d08b,0.5,DraftKings,-700,1.142857,0.875,100.0,100.0,85.0,0.819643,0.657056,-21.794,-24.908,77.173,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,2889bff916cde60cbaab35f182f0068192b7dd44,2026-08-14T23:15:00+00:00,ARI @ ATL,TOTAL,TEAM_PROP,TOTAL,ARI TOTAL OVER 0.5,OVER,ARI,,,ee6ff4bc373f4f8b6bafa0718d9b60a0759df443,e4a6c6941eb4a172f356551f29f16d676f2ca7a9,0.5,draftkings,-1400.0,1.0714,0.93333,,100.0,,0.857143,0.700218,-23.311,-24.979,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
WNBA,WNBA,2c0472374a8431b56a1ef85fed8792259c12cbb5,2026-08-15T02:00:00+00:00,PDX @ SEA,TOTAL,GAMELINE,TOTAL,PDX @ SEA TOTAL OVER 165.5,OVER,,,,16b88431d1fc228316527156a32a7938df78417a,8509715cdce3252bc86818c5868f3594b1d41530,165.5,DraftKings,-475,1.2105,0.82609,100.0,90.0,,0.785714,0.619416,-20.667,-25.02,73.165,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:52:13.851220-04:00
MLB,MLB,2889bff916cde60cbaab35f182f0068192b7dd44,2026-08-14T23:15:00+00:00,ARI @ ATL,SPREAD,GAMELINE,SPREAD,ARI +4.5,AWAY,ARI,,,56a1e392599827425add36b976a5c0e3b8055b26,1103aa1261ba2fa1eed9e2103e5b908f43deda1f,4.5,Fanatics,-475,1.2105,0.82609,100.0,90.0,,0.785714,0.619416,-20.667,-25.02,73.165,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,488b3d2d3f8e214c64f3d2f237418aa9f74fbe3b,2026-08-15T01:38:00+00:00,KC @ LAA,TOTAL,TEAM_PROP,RUNS,LAA RUNS UNDER 6.5,UNDER,LAA,,,ae8c7f1e018251cda58ceef38566c607eab3b773,63a17150413b0623ff2004f5925c91443ae4a2ca,6.5,DraftKings,-475,1.2105,0.82609,80.0,90.0,,0.785714,0.619416,-20.667,-25.02,70.665,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
WNBA,WNBA,ce28e39e53f06c32668c3d703ee9067eed9ba577,2026-08-14T23:30:00+00:00,DAL @ IND,PLAYER_PROP,PLAYER_PROP,PTS,Kelsey Mitchell PTS OVER 16.5,OVER,IND,Kelsey Mitchell,,b3aa8b127a78a3e58f323599e6429c7724f8887c,e808ef7d2fb8942d298b21e785909b6ece7a1e0a,16.5,Fanatics,-900,1.111111,0.9,100.0,100.0,91.0,0.834643,0.674106,-22.589,-25.099,79.096,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,0ca4cb92aa874e95044a13829b554bd5fb96a8d1,2026-08-14T22:40:00+00:00,CWS @ DET,PLAYER_PROP,PLAYER_PROP,2B,Drew Romo 2B UNDER 0.5,UNDER,CWS,Drew Romo,,5804d94512142b5cb4b50b24da5111b7f9e1af7b,880e9ccab23e88d21d65e8bba0a28ad45128f939,0.5,Hard Rock,-900,1.111111,0.9,100.0,100.0,91.0,0.834643,0.674106,-22.589,-25.099,79.096,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
WNBA,WNBA,ce28e39e53f06c32668c3d703ee9067eed9ba577,2026-08-14T23:30:00+00:00,DAL @ IND,PLAYER_PROP,PLAYER_PROP,PTS,Aliyah Boston PTS OVER 9.5,OVER,IND,Aliyah Boston,,cce5d05b8a07b2015b240e635c4d4f95243cb6a3,8fc8c62ff6d03b048325ab5317918bc6ea95328a,9.5,Fanatics,-900,1.111111,0.9,100.0,100.0,90.0,0.832143,0.671246,-22.875,-25.417,78.775,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,ef20c401baa5b5cd51eab647418980093a9acd9a,2026-08-14T22:40:00+00:00,BOS @ PIT,TOTAL,GAMELINE,TOTAL,BOS @ PIT TOTAL OVER 6.0,OVER,,,,a6325d5b0e3c01b6a0499d1aca4203495cc1666b,27ac90d3500bbbf73da14f6e0541f4a70eadb541,6.0,Fanatics,-270,1.3704,0.72973,80.0,80.0,,0.714286,0.543686,-18.604,-25.493,64.621,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,2889bff916cde60cbaab35f182f0068192b7dd44,2026-08-14T23:15:00+00:00,ARI @ ATL,TOTAL,GAMELINE,TOTAL,ARI @ ATL TOTAL UNDER 10.5,UNDER,,,,fbb6b1aefd9326073c9866f74f184811844ccc12,bc4fd960ead53f541a5bc48e5eeef12633994db9,10.5,Fanatics,-270,1.3704,0.72973,80.0,80.0,,0.714286,0.543686,-18.604,-25.493,64.621,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,36ff8623e428995786e706503854ba8fc1c26140,2026-08-15T00:10:00+00:00,SEA @ HOU,PLAYER_PROP,PLAYER_PROP,2B,Cal Raleigh 2B UNDER 0.5,UNDER,SEA,Cal Raleigh,,3422a1c5588d0ebe6af3463b75f8c856f23d7973,cd6876810f3d58b042cd3db1dfcc7cd8a0fc16d2,0.5,Hard Rock,-1000,1.1,0.909091,100.0,100.0,92.0,0.837143,0.676975,-23.212,-25.533,79.418,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,36ff8623e428995786e706503854ba8fc1c26140,2026-08-15T00:10:00+00:00,SEA @ HOU,PLAYER_PROP,PLAYER_PROP,2B,Daulton Varsho 2B UNDER 0.5,UNDER,HOU,Daulton Varsho,,c75b27dabf5a0b1cf2e4dbd8f5736194e8ca1511,87060b96a5bc787ac1eb660b80e16ddb79627504,0.5,Hard Rock,-700,1.142857,0.875,100.0,100.0,83.0,0.814643,0.651431,-22.357,-25.551,76.536,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,e88e813157c3cc8b6fc6ba7b14140ce20f3397d8,2026-08-15T02:10:00+00:00,MIL @ LAD,TOTAL,GAMELINE,TOTAL,MIL @ LAD TOTAL OVER 4.5,OVER,,,,9b7f34f352096990dab7fafd92c4928db206a02b,b4c01b3bdd46ffe333555946fdf87007a13bbd6f,4.5,Fanatics,-500,1.2,0.83333,100.0,90.0,,0.785714,0.619416,-21.391,-25.67,73.165,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,7fcdba132025d708ccb897487bbdf70ae514ed86,2026-08-14T23:10:00+00:00,SD @ CLE,TOTAL,TEAM_PROP,TOTAL,CLE TOTAL OVER 1.5,OVER,CLE,,,48575e5fb5f5fddba0ed2cb839cbd4bc5c3d2796,8bc321cb04bb6b94d69bb7be64fe53cb3dab1842,1.5,betmgm,-500.0,1.2,0.83333,,90.0,,0.785714,0.619416,-21.391,-25.67,73.165,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,36ff8623e428995786e706503854ba8fc1c26140,2026-08-15T00:10:00+00:00,SEA @ HOU,TOTAL,TEAM_PROP,RUNS,SEA RUNS UNDER 6.5,UNDER,SEA,,,6f289ed81a746cadc34a996bc185176558079d49,b3ccfac33ce1aa70b77126e6a9f5fed41c6047ef,6.5,DraftKings,-500,1.2,0.83333,100.0,90.0,,0.785714,0.619416,-21.391,-25.67,73.165,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
WNBA,WNBA,2c0472374a8431b56a1ef85fed8792259c12cbb5,2026-08-15T02:00:00+00:00,PDX @ SEA,TOTAL,TEAM_PROP,POINTS,SEA POINTS OVER 82.5,OVER,SEA,,,86040774099aa93f53835857f8b0080de5a51309,3817e6289c917393a716a6b17fb1814dc929e679,82.5,Fanatics,-500,1.2,0.83333,100.0,90.0,,0.785714,0.619416,-21.391,-25.67,73.165,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:52:13.851220-04:00
MLB,MLB,6db6568d134f5df21219209469036a5e0afb6764,2026-08-14T23:10:00+00:00,BAL @ TB,PLAYER_PROP,PLAYER_PROP,2B,Carlos Narváez 2B UNDER 0.5,UNDER,BAL,Carlos Narváez,,e4447e8d2c22aa368b9827c68b40eaead6a84b6c,33598fd84c4d6ce6c05b6bc9a8e188a246f7f15f,0.5,Hard Rock,-950,1.105263,0.904762,100.0,100.0,90.0,0.832143,0.671246,-23.352,-25.81,78.775,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
WNBA,WNBA,2c0472374a8431b56a1ef85fed8792259c12cbb5,2026-08-15T02:00:00+00:00,PDX @ SEA,PLAYER_PROP,PLAYER_PROP,AST,Natisha Hiedeman AST OVER 2.5,OVER,SEA,Natisha Hiedeman,,b6ddc0a264dfaf51a4fd0e208d9206e893695285,1759e16c97c3c62358e32696edb3ee976a9d4db8,2.5,DraftKings,-930,1.107527,0.902913,100.0,100.0,89.0,0.829643,0.668393,-23.452,-25.974,78.454,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,f0ccaafc838af31a96ed2832f49e52f61c23b38f,2026-08-14T23:10:00+00:00,WSH @ NYM,PLAYER_PROP,PLAYER_PROP,2B,Jorbit Vivas 2B UNDER 0.5,UNDER,WSH,Jorbit Vivas,,a5bf9d6dafd62b816e77f343211da2826bf90085,c04c2fce132a6152635e927890ce72827120877d,0.5,Hard Rock,-900,1.111111,0.9,100.0,100.0,88.0,0.827143,0.665548,-23.445,-26.05,78.133,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
